지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg),최대 순간풍속 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),최대 순간 풍속 풍향(hhmi)
725,2011-05-14,16.7,13.0,2357.0,21.2,1112.0,0.0,12.9,5.7,,45.0,0.0,,308.7
725,2012-12-18,2.9,1.4,1348.0,5.4,5.0,0.0,17.1,9.2,,231.0,0.0,,336.9
725,2018-11-02,15.9,13.3,421.0,19.4,1236.0,0.0,4.4,1.9,10.9,338.0,,,
725,2013-10-16,15.7,13.9,2125.0,17.8,1255.0,0.5,12.6,4.6,,652.0,0.5,100.0,15.1
725,2017-05-20,18.8,13.9,503.0,24.3,1253.0,0.0,4.2,1.2,202.1,,,,
725,2011-11-10,17.4,15.7,1040.0,18.6,1.0,18.0,17.1,6.2,,1119.0,6.0,1100.0,126.1
725,2019-06-02,18.7,16.3,519.0,22.1,1236.0,0.0,2.3,1.0,281.9,2159.0,,,
725,2016-09-10,24.1,21.9,633.0,26.6,1610.0,0.0,4.6,2.3,305.4,,,,
725,2015-12-28,5.3,4.1,32.0,7.0,1458.0,0.0,15.9,8.4,348.1,1715.0,0.0,,
725,2010-07-05,22.8,21.3,1.0,25.8,1332.0,0.0,8.5,3.3,,2344.0,0.0,,323.1
725,2012-01-26,3.1,0.8,11.0,5.7,1541.0,0.0,10.9,3.5,,122.0,0.0,,354.0
725,2010-08-17,27.0,25.1,608.0,30.3,1052.0,0.0,12.4,4.8,,103.0,0.0,,193.5
725,2010-04-28,10.8,7.8,104.0,15.2,942.0,6.5,24.5,7.9,,1829.0,3.0,1300.0,308.0
725,2014-01-02,9.7,6.7,2359.0,13.0,1255.0,0.0,6.7,2.2,,1240.0,0.0,,26.0
725,2012-01-08,4.9,3.0,120.0,6.9,1221.0,0.0,14.9,6.0,,1119.0,0.0,,325.5
725,2017-05-08,16.7,13.3,437.0,19.8,1217.0,1.0,4.1,1.3,196.6,,,,
725,2021-11-22,11.0,7.6,2130.0,16.6,15.0,1.0,21.5,12.0,349.5,1002.0,,,
725,2011-04-03,9.7,8.8,1029.0,12.3,1.0,8.0,12.1,6.1,,925.0,2.5,800.0,34.4
725,2017-08-19,26.9,23.4,600.0,29.9,1111.0,4.0,4.1,1.6,142.5,,,,
725,2013-02-06,5.0,4.2,819.0,9.5,1.0,2.0,16.2,8.9,,613.0,1.0,100.0,316.8
725,2013-10-27,14.9,12.8,649.0,18.0,1409.0,0.0,11.9,4.8,,337.0,0.0,,336.3
725,2018-10-02,19.9,17.7,0.0,22.3,1423.0,0.0,6.8,3.5,323.0,34.0,,,
725,2018-05-12,19.7,17.9,18.0,22.1,1003.0,1.5,8.3,4.0,201.5,1300.0,,,
725,2015-12-03,8.2,6.0,1402.0,10.9,1.0,7.0,20.8,10.1,306.3,1846.0,3.5,1400.0,
725,2018-07-01,,,,,,0.0,,,,,,,
725,2021-01-27,8.2,6.7,741.0,10.4,1331.0,0.0,17.8,6.8,294.4,254.0,,,
725,2017-01-29,13.3,11.2,34.0,15.7,1335.0,10.5,6.5,1.7,326.0,,,,
725,2015-09-22,23.8,21.7,158.0,26.7,1159.0,0.0,8.9,3.5,92.9,1027.0,0.0,,
725,2021-12-15,11.9,6.2,401.0,15.1,1351.0,0.0,5.8,2.3,355.6,1117.0,,,
725,2018-02-15,7.9,5.6,2235.0,10.2,214.0,0.0,6.2,3.9,325.1,1652.0,,,
725,2015-01-02,4.7,2.1,2114.0,7.8,1509.0,0.0,18.0,9.1,315.2,1606.0,0.0,,
725,2020-03-10,10.0,7.6,2335.0,13.4,57.0,9.5,22.0,12.6,295.3,1809.0,,,
725,2017-08-09,27.9,25.5,300.0,31.2,1604.0,3.5,6.4,2.9,305.3,,,,
725,2014-02-21,4.6,2.8,609.0,7.0,1438.0,0.0,11.2,5.9,,1449.0,0.0,,321.4
725,2017-01-08,11.4,10.1,2311.0,13.2,9.0,7.0,10.3,5.1,318.8,,,,
725,2018-02-27,11.1,6.6,557.0,14.9,1502.0,0.0,4.5,1.6,173.3,2158.0,,,
725,2010-08-15,26.1,24.7,45.0,27.7,928.0,0.0,16.2,7.3,,637.0,0.0,,198.1
725,2014-09-28,22.9,19.3,114.0,26.4,1258.0,0.0,5.5,2.1,,1157.0,0.0,,61.4
725,2013-02-18,7.6,4.4,1937.0,13.9,1.0,1.5,10.4,5.2,,2355.0,0.5,100.0,301.0
725,2010-07-19,25.6,23.3,333.0,27.7,1241.0,0.0,11.6,5.2,,2033.0,0.0,,133.4
725,2016-11-12,16.6,10.7,515.0,20.4,1528.0,0.0,4.7,1.5,210.3,,,,
725,2011-07-27,26.8,25.3,2315.0,28.7,1522.0,0.0,15.6,7.4,,536.0,0.0,,198.1
725,2015-03-23,8.0,5.8,651.0,10.5,1252.0,0.0,14.1,7.0,331.2,1831.0,0.0,,
725,2015-05-15,19.4,16.1,527.0,25.4,1120.0,2.5,7.3,1.8,333.7,1811.0,1.0,2100.0,
725,2021-06-05,21.1,16.7,156.0,26.2,1158.0,0.0,11.5,3.8,176.1,2357.0,,,
725,2012-04-19,14.7,13.7,616.0,15.5,1113.0,6.0,12.5,4.8,,2348.0,2.5,2400.0,103.7
725,2021-10-23,17.1,15.2,311.0,19.3,1334.0,0.0,10.7,5.4,7.5,241.0,,,
725,2015-01-01,2.4,0.1,958.0,4.6,14.0,4.0,19.8,10.5,335.2,1352.0,1.0,900.0,
725,2010-10-22,19.2,18.3,559.0,20.7,1234.0,0.0,15.3,8.2,,1737.0,0.0,,32.8
725,2015-02-26,8.1,4.0,2352.0,10.9,1024.0,0.0,16.3,7.2,349.8,1944.0,0.0,,
725,2014-05-11,18.8,16.5,4.0,21.5,933.0,16.5,20.1,6.0,,1721.0,5.0,2000.0,154.4
725,2019-07-21,24.7,22.4,621.0,28.0,1531.0,1.0,6.9,1.8,151.8,213.0,,,
725,2020-04-29,14.6,9.1,605.0,19.3,1410.0,0.0,8.5,2.6,137.4,1700.0,,,
725,2017-09-22,23.1,20.2,2340.0,26.9,1253.0,0.0,5.2,1.6,66.2,,,,
725,2012-12-24,2.0,-1.1,57.0,4.5,2356.0,0.0,11.1,4.2,,14.0,0.0,,329.4
725,2019-06-21,21.5,18.0,512.0,26.4,1541.0,0.0,3.8,1.3,285.5,2226.0,,,
725,2020-02-16,5.7,2.8,2055.0,15.6,1.0,1.5,23.2,14.6,276.5,555.0,,,
725,2017-12-10,11.4,8.9,1.0,13.8,1156.0,2.5,9.9,4.5,316.2,,,,
725,2021-12-12,10.3,5.8,2348.0,13.3,1412.0,0.0,19.0,10.3,23.7,1852.0,,,
725,2013-10-07,24.6,23.6,517.0,26.8,1046.0,0.0,11.4,5.5,,2339.0,0.0,,79.0
725,2012-06-11,21.2,18.3,350.0,23.8,1432.0,0.0,6.5,2.2,,1851.0,0.0,,104.0
725,2021-04-27,16.8,14.5,109.0,20.4,1342.0,0.5,7.6,3.4,109.4,1250.0,,,
725,2015-05-11,18.2,16.6,203.0,19.9,1942.0,159.0,15.0,4.0,154.2,1603.0,49.0,2000.0,
725,2013-10-03,19.9,17.0,642.0,22.8,1524.0,0.0,15.3,5.1,,231.0,0.0,,336.7
725,2018-12-20,13.6,12.2,1437.0,15.7,2347.0,5.0,6.3,3.1,281.5,705.0,,,
725,2012-10-23,14.9,12.9,2329.0,17.1,1434.0,2.0,16.1,8.2,,625.0,2.0,200.0,327.5
725,2010-02-05,4.5,3.3,2345.0,6.5,1438.0,0.0,15.3,7.5,,2047.0,0.0,,326.6
725,2021-10-10,25.4,23.1,123.0,29.7,1305.0,0.0,9.9,3.7,0.8,1335.0,,,
725,2020-02-12,13.6,11.2,2319.0,15.9,1013.0,2.5,13.8,6.6,264.2,1841.0,,,
725,2010-03-26,5.1,3.3,653.0,7.0,1433.0,0.0,21.3,7.1,,27.0,0.0,,349.6
725,2019-08-06,26.6,22.4,514.0,29.7,1753.0,0.0,3.8,1.9,286.7,1100.0,,,
725,2020-06-22,21.9,19.3,456.0,24.6,1433.0,0.0,5.4,2.7,39.7,1237.0,,,
725,2012-09-13,24.0,21.0,2134.0,28.3,1348.0,0.0,8.6,2.5,,1639.0,0.0,,289.1
725,2010-12-31,-0.3,-2.2,215.0,2.5,2354.0,8.0,26.8,14.5,,643.0,1.0,100.0,325.3
725,2015-02-20,9.0,3.1,114.0,13.8,1249.0,0.0,7.7,1.7,101.1,1903.0,0.0,,
725,2019-10-10,19.3,15.8,34.0,22.7,1149.0,0.0,5.0,2.3,266.7,0.0,,,
725,2013-11-18,8.1,5.8,2347.0,10.1,1.0,1.5,18.0,8.8,,1922.0,0.5,400.0,348.0
725,2011-12-30,4.5,3.2,619.0,6.1,1437.0,0.0,13.7,7.3,,1622.0,0.0,,334.8
725,2017-05-06,15.5,13.9,2346.0,18.2,1214.0,0.0,7.0,4.4,310.2,,,,
725,2018-12-02,18.0,16.1,1.0,19.6,2225.0,12.0,6.9,3.6,90.4,1447.0,,,
725,2017-03-31,10.5,9.2,634.0,12.5,5.0,14.0,7.3,3.6,28.1,,,,
725,2019-08-21,27.1,25.2,410.0,31.4,1030.0,34.0,5.6,2.3,163.5,2327.0,,,
725,2010-01-18,7.8,4.7,55.0,10.3,1544.0,0.0,8.7,3.0,,753.0,0.0,,300.0
725,2015-05-27,20.5,14.6,213.0,27.5,1351.0,0.0,5.3,1.5,189.7,1528.0,0.0,,
725,2015-07-19,24.0,21.8,1.0,26.7,1531.0,0.0,8.2,3.8,86.8,1534.0,0.0,,
725,2010-01-14,3.0,0.4,309.0,5.4,2329.0,0.0,16.7,5.8,,52.0,0.0,,318.7
725,2018-08-03,28.6,26.3,1306.0,31.3,1117.0,1.5,7.7,3.8,143.5,1213.0,,,
725,2014-04-23,16.6,12.4,532.0,22.4,1456.0,0.0,7.0,2.3,,52.0,0.0,,299.7
725,2019-03-02,12.0,8.3,141.0,14.3,1324.0,1.0,5.3,2.9,74.6,2032.0,,,
725,2015-09-08,22.6,20.8,636.0,25.2,1455.0,0.0,10.4,5.0,74.4,51.0,0.0,,
725,2018-03-10,8.2,5.7,117.0,11.6,1147.0,0.0,5.7,2.9,321.3,1800.0,,,
725,2011-03-23,5.6,3.5,508.0,6.7,2326.0,0.0,16.0,9.5,,125.0,0.0,,326.7
725,2020-01-02,7.9,5.8,103.0,9.0,1538.0,0.0,12.3,6.5,298.3,2242.0,,,
725,2012-05-27,19.2,15.4,226.0,24.1,1537.0,0.0,7.3,3.0,,1446.0,0.0,,344.1
725,2015-04-18,15.2,10.8,159.0,18.2,845.0,27.5,10.7,2.8,172.4,2011.0,8.5,1700.0,
725,2016-04-04,13.5,12.4,705.0,16.0,13.0,3.0,11.1,3.7,60.6,,,,
725,2017-08-22,28.8,24.9,659.0,32.0,1331.0,15.0,5.3,2.4,172.6,,,,
725,2020-05-14,18.2,11.0,415.0,23.0,1413.0,0.0,10.2,3.5,138.1,2155.0,,,
725,2017-12-03,11.1,7.3,8.0,14.5,1412.0,0.0,4.6,1.8,330.1,,,,
725,2019-01-15,7.7,4.1,2355.0,10.2,1244.0,0.0,10.3,5.7,292.2,2339.0,,,
725,2013-06-24,20.9,18.5,521.0,24.1,1426.0,1.5,4.5,1.3,,1557.0,1.0,200.0,349.9
725,2018-06-09,20.4,17.7,539.0,23.7,1213.0,0.0,8.0,3.6,85.2,1955.0,,,
725,2012-02-22,11.0,8.7,1.0,12.0,1939.0,3.5,11.1,4.8,,1307.0,2.5,2400.0,120.6
725,2014-12-28,7.4,6.0,727.0,8.5,1431.0,0.0,11.1,5.5,,1502.0,0.0,,336.5
725,2017-07-08,26.2,22.7,2148.0,30.2,1313.0,4.0,9.1,2.3,1.8,,,,
725,2018-03-25,12.5,9.0,1.0,15.4,1111.0,0.0,9.4,2.1,312.2,2312.0,,,
725,2017-07-22,28.8,25.4,53.0,32.8,1237.0,0.0,4.9,1.3,195.4,,,,
725,2021-02-13,13.5,11.8,2347.0,16.2,1040.0,0.0,6.5,2.7,294.3,412.0,,,
725,2012-05-08,19.2,15.1,2356.0,24.4,1608.0,0.0,9.1,2.7,,1517.0,0.0,,204.9
725,2019-01-09,4.6,2.1,656.0,6.4,2304.0,0.0,9.3,3.3,311.1,1.0,,,
725,2010-02-21,8.5,5.8,728.0,12.5,1233.0,0.0,8.9,2.3,,1331.0,0.0,,218.3
725,2020-09-30,21.7,18.9,228.0,24.7,1405.0,0.0,6.8,3.4,295.1,1513.0,,,
725,2017-02-17,9.4,4.2,2341.0,15.8,225.0,0.0,10.3,5.9,312.5,,,,
725,2010-06-20,20.5,18.7,1732.0,25.3,1153.0,0.0,7.7,2.9,,825.0,0.0,,177.0
725,2019-09-14,23.9,22.2,558.0,26.6,1141.0,0.0,5.3,2.8,297.3,2150.0,,,
725,2019-06-14,18.7,17.6,1853.0,20.1,1000.0,17.5,6.4,2.6,266.7,1832.0,,,
725,2014-03-30,12.3,10.7,2224.0,14.5,1405.0,0.5,15.7,8.4,,652.0,0.5,100.0,320.2
725,2011-03-04,3.7,2.3,528.0,5.5,1559.0,0.0,16.2,8.4,,536.0,0.0,,328.9
725,2011-07-15,25.5,22.9,143.0,28.0,1416.0,0.0,11.5,4.5,,332.0,0.0,,192.3
725,2015-03-24,7.8,5.5,618.0,10.9,1451.0,0.0,14.7,6.2,349.1,129.0,0.0,,
725,2011-11-13,15.4,13.5,210.0,17.6,1239.0,0.0,11.0,4.9,,2048.0,0.0,,338.8
725,2014-02-02,11.6,9.4,2340.0,14.4,1.0,0.0,13.1,5.2,,846.0,0.0,,327.0
725,2017-07-11,24.5,23.4,1239.0,26.3,1.0,25.0,5.9,1.4,308.3,,,,
725,2015-07-01,21.1,18.7,45.0,25.4,1358.0,0.5,9.9,4.4,324.8,519.0,0.5,300.0,
725,2012-02-14,9.8,7.1,2347.0,12.4,511.0,28.5,11.1,3.8,,2311.0,5.0,500.0,317.1
725,2017-10-22,19.8,18.2,644.0,21.7,1220.0,0.0,8.5,5.7,19.2,,,,
725,2020-01-01,4.8,1.4,16.0,7.0,1422.0,0.0,14.7,8.0,300.0,646.0,,,
725,2011-05-08,15.6,13.4,620.0,17.5,2313.0,0.5,10.1,3.5,,1726.0,0.5,500.0,183.0
725,2011-03-17,5.5,3.1,532.0,7.2,1607.0,0.0,17.9,10.1,,356.0,0.0,,339.5
725,2011-10-30,17.2,15.9,1.0,18.4,1504.0,0.0,9.6,5.0,,1453.0,0.0,,329.3
725,2011-11-12,15.1,14.3,611.0,16.6,1154.0,0.0,15.4,7.8,,1600.0,0.0,,333.2
725,2019-07-17,23.3,22.3,332.0,25.1,1252.0,13.0,4.6,2.4,78.0,1107.0,,,
725,2019-09-04,24.3,22.3,1440.0,26.0,1727.0,18.5,6.6,2.1,149.4,2326.0,,,
725,2017-04-15,17.5,13.2,635.0,22.0,1321.0,0.0,6.5,1.9,195.1,,,,
725,2010-09-07,23.4,22.5,1921.0,24.8,1.0,2.5,11.5,3.9,,434.0,0.5,100.0,319.0
725,2017-02-22,11.7,7.0,2359.0,15.7,1340.0,12.0,11.0,4.5,318.6,,,,
725,2021-01-21,13.8,8.4,455.0,16.2,1408.0,3.5,7.5,3.2,104.0,1109.0,,,
725,2014-12-16,5.7,1.0,2055.0,10.8,246.0,6.5,20.0,11.1,,1150.0,1.0,200.0,338.0
725,2014-09-23,24.5,23.0,1538.0,25.7,939.0,39.0,14.3,5.6,,2247.0,11.0,1800.0,158.3
725,2014-09-01,24.4,22.5,719.0,27.2,1550.0,0.0,8.4,4.2,,1320.0,0.0,,72.2
725,2020-06-26,22.1,20.0,57.0,24.5,1438.0,0.0,8.2,3.1,288.0,316.0,,,
725,2012-08-07,27.3,26.0,2155.0,30.3,1406.0,0.0,11.2,4.8,,1448.0,0.0,,82.4
725,2018-05-14,18.9,14.9,146.0,24.4,1423.0,0.0,4.8,2.3,210.9,2235.0,,,
725,2018-06-14,20.6,19.5,331.0,23.4,1326.0,0.0,6.2,3.7,97.7,2358.0,,,
725,2016-04-16,18.0,15.1,17.0,19.9,2120.0,37.0,18.1,6.0,162.3,,,,
725,2018-04-25,14.6,11.5,2131.0,17.8,1446.0,0.5,5.6,1.4,85.8,701.0,,,
725,2016-08-05,26.8,24.9,2202.0,29.8,1400.0,2.5,5.1,2.2,134.2,,,,
725,2018-04-08,11.3,5.8,43.0,15.7,1446.0,0.0,9.1,3.4,212.1,1723.0,,,
725,2017-11-20,9.8,7.7,625.0,12.6,1429.0,0.0,7.5,3.9,327.3,,,,
725,2018-02-03,1.6,-0.3,2212.0,4.5,1.0,0.0,10.5,6.5,326.5,1438.0,,,
725,2016-04-21,16.3,13.8,1829.0,19.5,1329.0,5.5,14.0,5.3,167.4,,,,
725,2016-02-27,11.2,9.2,2210.0,14.1,1059.0,0.5,11.3,3.5,272.6,,,,
725,2010-01-15,6.6,3.9,2345.0,8.8,1339.0,0.0,15.2,6.0,,2213.0,0.0,,349.2
725,2011-07-19,25.0,22.2,124.0,27.7,1350.0,0.0,13.8,7.0,,1658.0,0.0,,318.4
725,2015-07-30,27.5,24.4,531.0,31.3,1116.0,0.0,6.8,2.3,200.6,1924.0,0.0,,
725,2019-07-29,27.7,25.0,400.0,31.1,1234.0,0.0,6.7,2.8,159.2,1629.0,,,
725,2010-04-30,12.9,8.6,142.0,16.9,1033.0,0.0,14.6,5.8,,1147.0,0.0,,317.6
725,2011-11-08,17.0,15.7,655.0,18.5,2219.0,2.5,11.8,5.4,,1810.0,2.0,2400.0,30.4
725,2013-08-04,27.8,25.9,920.0,31.5,1525.0,3.0,7.1,1.8,,756.0,2.0,1000.0,309.0
725,2021-02-01,11.4,9.1,1431.0,14.7,430.0,23.5,13.4,6.1,303.6,2339.0,,,
725,2014-09-13,24.7,23.1,2321.0,27.5,1200.0,0.0,12.4,5.4,,1229.0,0.0,,95.7
725,2018-01-06,6.3,5.0,642.0,8.0,1358.0,0.0,9.2,4.7,335.0,224.0,,,
725,2018-09-01,24.3,22.8,1908.0,26.8,1157.0,2.0,8.1,2.7,81.9,2247.0,,,
725,2014-10-31,20.3,18.9,2356.0,21.4,432.0,4.5,10.5,2.4,,849.0,1.0,1200.0,158.3
725,2015-02-09,1.0,-1.5,7.0,3.2,2321.0,0.0,14.8,7.5,348.0,41.0,0.0,,
725,2013-12-18,8.9,7.0,2355.0,11.8,1358.0,3.0,14.7,7.3,,225.0,1.0,300.0,60.0
725,2021-10-17,13.0,11.0,620.0,14.8,1554.0,0.0,20.0,9.3,318.3,105.0,,,
725,2014-02-01,14.9,11.8,717.0,18.9,1409.0,16.0,10.5,2.5,,1606.0,8.5,1600.0,302.8
725,2019-08-14,27.9,26.4,401.0,30.5,1417.0,0.0,6.6,3.4,288.3,1809.0,,,
725,2021-06-04,19.0,17.5,2247.0,21.5,1506.0,5.5,13.0,6.2,284.6,638.0,,,
725,2021-11-26,12.1,10.9,2300.0,13.5,1324.0,0.0,13.0,6.3,34.3,2231.0,,,
725,2017-01-31,3.4,1.2,625.0,5.0,1452.0,0.0,8.5,4.5,317.2,,,,
725,2020-03-23,12.6,10.8,427.0,15.4,1212.0,0.0,14.4,8.5,283.9,1818.0,,,
725,2018-09-28,22.3,20.4,814.0,23.9,1307.0,0.0,7.3,4.5,71.6,2350.0,,,
725,2020-11-07,17.7,15.8,0.0,19.3,1504.0,0.0,11.0,5.9,256.6,1707.0,,,
725,2011-05-19,18.1,15.5,1.0,21.2,1332.0,0.0,12.3,6.2,,2056.0,0.0,,197.9
725,2021-07-22,26.5,25.4,149.0,28.5,1429.0,0.0,10.6,5.6,51.2,732.0,,,
725,2016-10-06,21.5,19.9,712.0,23.9,1349.0,0.0,6.2,3.3,328.2,,,,
725,2011-01-08,4.5,2.2,447.0,6.3,1525.0,0.0,14.0,6.7,,256.0,0.0,,333.8
725,2016-06-15,22.8,19.0,310.0,26.4,1121.0,0.0,7.0,3.2,200.0,,,,
725,2011-09-14,25.2,21.7,618.0,28.0,1156.0,0.0,6.1,1.5,,1612.0,0.0,,115.5
725,2015-06-04,21.2,15.7,519.0,26.9,1208.0,0.0,9.6,2.4,323.2,18.0,0.0,,
725,2016-06-18,22.3,18.2,405.0,25.6,1025.0,1.0,5.6,2.1,199.1,,,,
725,2020-01-21,7.5,4.3,719.0,10.0,2109.0,0.0,13.9,5.0,306.6,424.0,,,
725,2010-01-04,7.7,2.7,2217.0,13.0,1251.0,0.0,21.5,8.1,,2036.0,0.0,,324.7
725,2016-02-08,7.8,4.4,19.0,11.9,1433.0,0.0,12.1,4.9,324.5,,,,
725,2018-09-25,21.6,19.0,517.0,23.1,1512.0,0.0,7.5,3.9,73.2,1759.0,,,
725,2012-11-16,13.9,10.7,42.0,17.4,1255.0,5.5,7.3,1.7,,1306.0,5.5,0.0,165.8
725,2015-06-13,21.5,20.0,2137.0,27.8,1051.0,0.0,9.7,2.5,208.8,1500.0,0.0,,
725,2010-04-15,7.5,4.5,53.0,10.0,2210.0,1.0,13.3,4.4,,619.0,0.5,100.0,355.5
725,2010-10-11,20.1,16.1,59.0,24.2,1258.0,0.0,4.7,1.4,,1425.0,0.0,,162.0
725,2013-10-19,20.1,18.8,334.0,22.1,1204.0,0.0,10.8,4.9,,314.0,0.0,,76.8
725,2014-09-27,22.4,19.4,2226.0,25.6,1328.0,0.0,6.6,2.5,,25.0,0.0,,89.1
725,2012-02-11,2.9,0.9,757.0,4.8,1431.0,0.0,11.0,6.0,,628.0,0.0,,2.8
725,2017-09-12,24.1,22.3,538.0,26.5,1420.0,0.0,8.0,4.8,324.7,,,,
725,2015-03-21,12.6,10.3,526.0,15.8,1333.0,0.0,9.6,4.3,319.1,2305.0,0.0,,
725,2020-09-28,21.1,20.4,421.0,23.0,1300.0,0.0,11.8,6.7,43.1,7.0,,,
725,2021-05-13,18.4,17.2,304.0,20.8,1235.0,0.0,9.1,3.6,14.7,223.0,,,
725,2010-05-06,16.3,12.1,2355.0,21.0,1050.0,2.5,15.0,6.1,,2050.0,1.5,400.0,308.7
725,2012-04-29,17.3,15.3,7.0,19.0,1102.0,19.0,10.5,2.7,,1456.0,5.0,2400.0,170.6
725,2010-12-06,9.7,5.8,2342.0,14.7,914.0,0.0,21.3,8.4,,1933.0,0.0,,327.3
725,2021-07-02,23.3,21.5,100.0,24.0,1351.0,0.0,9.0,4.4,83.3,2105.0,,,
725,2021-06-19,21.5,20.1,455.0,24.1,1303.0,0.0,9.0,5.2,280.5,2224.0,,,
725,2013-04-15,14.3,7.3,604.0,20.9,1450.0,0.0,10.8,4.5,,1526.0,0.0,,210.2
725,2014-12-18,3.6,2.1,729.0,5.0,1342.0,0.0,17.7,7.3,,149.0,0.0,,342.5
725,2010-11-17,10.7,8.9,9.0,12.7,1006.0,0.0,9.4,3.5,,10.0,0.0,,328.4
725,2015-10-24,19.2,15.2,443.0,22.3,1308.0,0.0,10.1,4.4,324.0,1530.0,0.0,,
725,2016-11-26,11.6,8.7,149.0,13.8,1208.0,14.0,7.3,2.6,39.4,,,,
725,2015-08-26,23.5,21.7,2332.0,25.7,1446.0,0.0,11.7,5.3,323.4,501.0,0.0,,
725,2013-12-02,9.0,7.5,2234.0,11.1,1408.0,0.0,11.0,5.3,,318.0,0.0,,350.7
725,2017-09-17,23.4,22.1,1923.0,25.4,1443.0,0.0,8.1,5.2,43.6,,,,
725,2013-09-19,25.4,23.5,2328.0,28.7,1314.0,0.0,9.6,4.1,,335.0,0.0,,77.4
725,2017-10-04,21.3,19.2,427.0,23.5,1510.0,7.0,6.9,4.2,91.8,,,,
725,2016-05-20,19.3,16.2,230.0,22.0,1359.0,0.0,8.0,3.7,69.8,,,,
725,2014-01-12,5.7,2.9,2352.0,8.7,1222.0,0.0,11.9,5.6,,1808.0,0.0,,341.4
725,2015-09-10,22.7,19.7,544.0,26.3,1439.0,0.0,5.8,2.2,301.8,313.0,0.0,,
725,2020-04-21,12.0,9.9,2319.0,15.2,1152.0,0.0,15.7,9.6,280.5,1226.0,,,
725,2013-12-08,12.3,6.0,610.0,15.6,1220.0,0.0,8.1,1.7,,2116.0,0.0,,173.3
725,2021-11-23,10.2,7.8,30.0,11.0,1156.0,0.0,18.1,11.0,340.5,1501.0,,,
725,2018-04-13,15.4,14.2,517.0,17.7,1306.0,0.0,9.4,5.1,97.4,2209.0,,,
725,2013-05-13,19.1,14.0,2229.0,25.6,1136.0,0.0,7.0,2.3,,1422.0,0.0,,175.4
725,2017-08-28,27.4,22.3,431.0,31.6,1434.0,0.0,4.4,1.6,205.1,,,,
725,2016-05-21,18.7,17.5,518.0,20.4,1204.0,0.0,10.8,5.3,86.5,,,,
725,2021-01-18,6.2,1.6,139.0,9.8,1330.0,0.0,19.2,8.8,278.0,1558.0,,,
725,2018-03-07,10.4,9.6,252.0,11.4,1117.0,22.0,9.1,5.3,66.0,2324.0,,,
725,2015-01-07,3.6,2.0,649.0,4.9,1538.0,0.0,19.5,10.3,334.6,1820.0,0.0,,
725,2017-12-26,7.1,4.0,2324.0,9.7,1223.0,0.0,10.5,5.9,329.7,,,,
725,2011-11-06,19.1,18.4,345.0,20.1,843.0,2.0,9.8,4.2,,1111.0,1.0,100.0,33.4
725,2015-08-21,25.4,23.6,2325.0,27.2,1050.0,52.0,11.8,4.2,257.4,715.0,28.0,800.0,
725,2020-06-08,20.6,15.7,417.0,25.2,1451.0,0.0,5.3,2.1,86.7,1333.0,,,
725,2021-09-24,23.7,19.9,520.0,26.0,1001.0,0.0,12.9,5.1,51.3,2250.0,,,
725,2014-11-06,16.0,13.2,1.0,18.5,1137.0,0.0,12.0,5.7,,732.0,0.0,,334.9
725,2015-05-23,18.9,15.8,402.0,24.9,1337.0,0.0,4.0,1.1,125.4,1143.0,0.0,,
725,2021-07-17,26.5,24.6,2108.0,28.9,1330.0,1.0,10.2,4.8,97.5,2359.0,,,
725,2018-08-13,28.8,26.2,2104.0,32.7,1433.0,0.0,10.9,3.0,144.4,1402.0,,,
725,2019-01-22,8.8,7.7,612.0,11.0,1423.0,0.0,8.0,4.7,292.6,103.0,,,
725,2015-12-02,13.8,10.6,452.0,18.5,1108.0,1.5,16.1,4.5,338.3,2347.0,0.5,1500.0,
725,2010-06-08,19.4,17.7,346.0,22.1,1356.0,0.0,11.2,4.4,,1430.0,0.0,,33.0
725,2017-06-20,21.0,18.9,1856.0,22.8,950.0,19.0,7.1,3.4,67.3,,,,
725,2021-08-09,26.9,25.3,440.0,28.9,1433.0,0.0,12.9,7.0,282.3,729.0,,,
725,2010-09-22,22.4,19.6,2344.0,26.1,1.0,0.5,16.1,7.5,,2017.0,0.5,2000.0,334.7
725,2014-05-21,18.3,16.3,443.0,22.0,1521.0,0.0,11.5,5.7,,1700.0,0.0,,330.9
725,2021-07-01,23.6,20.9,429.0,25.9,1528.0,0.0,7.1,2.9,10.6,854.0,,,
725,2017-10-28,20.0,19.2,528.0,20.7,1851.0,0.0,8.6,5.2,65.7,,,,
725,2019-04-30,15.6,14.4,120.0,17.9,1149.0,0.0,6.2,2.7,49.8,14.0,,,
725,2016-03-19,12.3,10.0,2319.0,15.4,1257.0,0.0,13.6,7.3,310.0,,,,
725,2013-02-26,10.6,9.2,2359.0,11.5,1403.0,2.5,10.2,3.3,,1924.0,0.5,1000.0,45.4
725,2013-03-25,6.0,4.4,619.0,8.8,1321.0,0.0,16.1,9.3,,200.0,0.0,,328.2
725,2010-03-06,9.6,8.8,908.0,12.0,142.0,16.0,17.9,7.3,,2212.0,2.5,1800.0,36.3
725,2014-11-03,13.7,12.7,636.0,15.6,1335.0,0.0,14.1,7.2,,1259.0,0.0,,346.7
