지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg),최대 순간풍속 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),최대 순간 풍속 풍향(hhmi)
725,2010-04-26,14.9,13.8,1.0,16.6,1309.0,17.5,15.0,5.8,,2147.0,7.0,1900.0,197.9
725,2016-06-20,22.3,20.3,2258.0,24.6,952.0,41.0,7.4,1.5,170.2,,,,
725,2015-02-13,4.0,1.9,749.0,7.2,1505.0,0.0,12.7,6.3,335.1,148.0,0.0,,
725,2014-03-27,12.9,9.3,625.0,16.5,1342.0,0.0,9.8,4.1,,104.0,0.0,,325.3
725,2012-04-03,9.8,6.6,823.0,17.2,6.0,3.5,26.6,12.9,,954.0,2.5,500.0,320.3
725,2020-07-21,23.4,21.8,555.0,25.3,934.0,1.5,6.3,2.5,136.0,2054.0,,,
725,2021-11-15,14.5,12.4,649.0,17.3,1201.0,0.0,7.1,3.5,354.6,1031.0,,,
725,2011-10-25,12.2,10.7,2300.0,15.3,1.0,0.0,21.4,9.8,,823.0,0.0,,333.7
725,2019-06-20,20.6,18.1,448.0,25.0,1538.0,0.0,3.5,1.7,282.9,344.0,,,
725,2010-07-21,25.1,23.4,632.0,27.5,1238.0,0.0,13.8,5.5,,147.0,0.0,,181.3
725,2015-09-26,23.2,21.2,138.0,25.7,1507.0,0.0,6.9,3.1,336.6,1601.0,0.0,,
725,2019-12-15,14.1,10.8,4.0,15.7,1143.0,0.0,11.8,5.8,46.1,1101.0,,,
725,2020-10-11,20.2,18.0,2256.0,22.4,1228.0,0.0,9.8,4.5,28.1,327.0,,,
725,2014-04-30,15.1,12.9,2223.0,18.2,1405.0,0.0,12.8,6.0,,1531.0,0.0,,333.5
725,2015-12-04,8.9,6.1,1.0,9.7,1122.0,0.0,18.1,9.4,315.5,656.0,0.0,,
725,2012-10-08,20.1,18.7,510.0,22.7,1259.0,0.0,10.7,5.4,,38.0,0.0,,72.6
725,2020-10-23,14.8,14.1,1845.0,16.2,1147.0,0.0,19.5,11.9,297.5,330.0,,,
725,2020-08-03,27.5,25.8,437.0,30.8,1329.0,0.0,12.4,5.9,154.8,1301.0,,,
725,2011-05-12,15.0,13.8,624.0,17.4,1552.0,0.0,17.1,6.3,,2013.0,0.0,,304.0
725,2018-02-28,11.9,7.6,2016.0,16.1,1359.0,59.5,18.9,6.3,311.8,2220.0,,,
725,2016-02-04,6.7,5.0,2321.0,9.1,1308.0,0.0,11.5,6.0,324.6,,,,
725,2015-12-27,6.8,4.0,2012.0,10.8,1.0,0.0,14.1,6.7,342.7,2140.0,0.0,,
725,2019-03-22,8.2,7.0,612.0,10.0,1413.0,0.0,10.0,6.5,256.6,108.0,,,
725,2012-08-04,27.3,25.2,553.0,30.6,1333.0,0.0,9.2,2.9,,1258.0,0.0,,87.5
725,2020-07-22,24.6,23.0,1330.0,27.7,909.0,0.0,8.4,2.0,156.5,321.0,,,
725,2017-12-29,9.5,6.9,623.0,11.8,1431.0,0.0,8.0,4.6,332.0,,,,
725,2013-05-05,15.7,11.2,537.0,21.1,1416.0,0.0,7.8,3.6,,14.0,0.0,,310.3
725,2016-08-23,27.9,24.9,237.0,31.2,1234.0,0.0,4.4,2.2,66.9,,,,
725,2014-03-07,5.4,3.4,559.0,7.5,1452.0,0.0,13.6,5.8,,547.0,0.0,,339.8
725,2021-04-19,13.8,10.6,115.0,16.9,1144.0,0.0,12.2,7.6,272.3,1818.0,,,
725,2017-05-28,19.1,13.6,443.0,24.7,1154.0,0.0,5.7,1.7,201.9,,,,
725,2019-09-23,20.6,18.7,945.0,23.0,1431.0,1.0,,,,,,,
725,2015-10-31,12.6,10.8,611.0,15.4,1254.0,0.0,14.9,5.4,19.7,444.0,0.0,,
725,2013-06-16,21.6,18.6,239.0,26.0,1312.0,0.0,6.9,1.9,,2246.0,0.0,,311.6
725,2018-01-13,4.6,2.0,8.0,6.8,1534.0,0.0,6.4,3.5,330.2,543.0,,,
725,2018-06-24,22.2,19.0,210.0,24.8,1214.0,0.0,5.9,2.9,316.7,740.0,,,
725,2010-10-13,17.1,16.6,614.0,18.2,1343.0,0.0,13.9,7.9,,1522.0,0.0,,319.0
725,2019-01-12,9.3,7.7,1008.0,10.5,205.0,1.5,7.4,3.8,313.7,2053.0,,,
725,2020-12-27,11.6,10.1,615.0,13.1,1242.0,18.5,15.0,5.7,10.3,2032.0,,,
725,2014-07-23,27.5,23.8,525.0,31.3,1345.0,0.0,7.4,1.9,,948.0,0.0,,203.2
725,2013-10-17,17.4,13.2,151.0,21.1,1210.0,0.0,8.1,2.8,,1630.0,0.0,,78.6
725,2019-11-19,10.2,9.4,637.0,11.4,1151.0,0.0,16.7,9.9,313.0,1742.0,,,
725,2012-10-29,15.0,13.3,636.0,16.9,1308.0,0.0,13.9,5.3,,209.0,0.0,100.0,340.0
725,2013-09-22,25.4,23.7,2.0,27.4,1342.0,0.0,11.5,5.5,,2129.0,0.0,,98.6
725,2018-12-21,15.6,14.7,2253.0,17.0,1210.0,0.5,6.0,3.4,58.8,824.0,,,
725,2012-12-07,8.9,2.4,145.0,14.3,1337.0,1.5,15.6,5.5,,2336.0,1.5,1300.0,314.3
725,2012-06-10,21.6,19.6,2351.0,25.0,1208.0,0.0,7.1,2.7,,1518.0,0.0,,99.4
725,2013-02-25,9.9,4.0,140.0,16.3,1236.0,0.0,5.1,1.3,,1131.0,0.0,,101.8
725,2011-01-25,1.5,0.1,2359.0,2.9,1543.0,0.0,16.8,8.8,,504.0,0.0,,332.0
725,2012-05-26,18.9,15.9,10.0,22.8,1557.0,0.0,7.5,2.9,,425.0,0.0,,329.4
725,2014-11-13,9.1,7.9,701.0,11.1,1.0,0.0,15.7,6.5,,124.0,0.0,,335.8
725,2016-01-22,3.1,1.7,718.0,4.7,1356.0,0.0,12.8,6.5,356.8,,,,
725,2020-04-19,13.3,9.7,125.0,15.1,636.0,15.0,17.0,7.9,96.9,1452.0,,,
725,2013-08-16,29.2,25.2,406.0,33.7,1323.0,0.0,6.6,1.7,,1259.0,0.0,,204.4
725,2011-11-15,13.8,10.9,224.0,15.4,1505.0,0.0,13.2,5.1,,815.0,0.0,,3.1
725,2012-06-19,21.6,20.3,516.0,24.7,1554.0,44.5,7.2,2.6,,1348.0,20.0,200.0,331.2
725,2015-07-29,28.1,25.2,535.0,33.1,1446.0,0.0,6.4,2.1,202.9,240.0,0.0,,
725,2011-02-14,1.8,1.1,2310.0,3.4,1228.0,0.0,18.7,10.4,,2023.0,0.0,,337.4
725,2017-07-27,26.8,25.3,548.0,29.1,1527.0,0.0,5.5,2.9,98.0,,,,
725,2017-02-14,7.0,5.6,2356.0,9.5,128.0,0.0,8.6,5.0,317.2,,,,
725,2018-04-14,14.3,10.2,2320.0,19.0,940.0,27.0,11.6,5.9,304.5,1704.0,,,
725,2014-06-12,20.4,18.4,545.0,23.8,1535.0,0.0,9.9,4.1,,1916.0,0.0,,302.5
725,2019-11-10,16.0,12.5,413.0,18.4,1205.0,0.0,12.6,4.2,239.0,2230.0,,,
725,2014-04-17,15.9,14.0,4.0,17.3,1649.0,7.5,10.5,2.3,,1648.0,2.0,1700.0,169.7
725,2013-05-06,16.7,11.8,321.0,21.1,1343.0,0.0,10.3,5.1,,2226.0,0.0,,311.6
725,2015-04-22,14.3,10.3,319.0,19.3,1508.0,0.0,10.1,4.7,321.4,1633.0,0.0,,
725,2018-06-02,20.4,17.4,511.0,26.1,1642.0,0.0,3.1,1.6,309.6,434.0,,,
725,2014-10-11,21.4,20.7,628.0,24.2,1240.0,0.0,16.8,9.0,,2345.0,0.0,,70.0
725,2021-03-17,12.2,7.5,416.0,15.6,1504.0,0.0,14.4,6.4,273.5,130.0,,,
725,2016-05-30,18.9,16.7,234.0,22.0,1414.0,0.0,6.6,3.7,308.3,,,,
725,2021-06-24,22.8,19.7,519.0,25.8,1213.0,0.0,6.9,2.8,122.4,1307.0,,,
725,2012-08-11,27.3,24.4,405.0,30.4,1421.0,2.0,6.7,1.7,,1206.0,1.5,300.0,108.6
725,2010-09-19,25.1,22.3,539.0,28.3,1324.0,0.0,8.0,1.9,,1343.0,0.0,,174.9
725,2021-09-20,25.5,23.8,301.0,27.8,1204.0,0.0,10.2,5.2,14.5,2312.0,,,
725,2011-08-09,24.2,23.3,227.0,25.8,1713.0,0.5,11.6,5.4,,425.0,0.5,500.0,189.0
725,2021-02-19,8.1,3.6,110.0,12.1,1537.0,0.0,16.2,7.5,301.0,1.0,,,
725,2019-01-27,6.2,4.0,7.0,8.4,1427.0,0.0,7.2,4.5,300.5,38.0,,,
725,2018-03-26,13.0,9.1,208.0,16.8,1121.0,0.0,6.2,1.1,326.0,1949.0,,,
725,2019-10-31,16.7,13.8,304.0,19.9,1402.0,0.0,9.9,4.9,277.8,1623.0,,,
725,2015-03-15,10.5,6.3,625.0,14.7,1311.0,0.0,6.0,2.3,321.5,2233.0,0.0,,
725,2017-01-05,12.5,10.1,1.0,14.5,1256.0,8.0,9.2,4.3,78.2,,,,
725,2012-05-22,19.0,16.6,2219.0,22.8,1420.0,0.0,10.4,3.8,,112.0,0.0,,91.7
725,2014-11-25,14.8,13.2,711.0,15.8,57.0,1.0,13.8,6.2,,1751.0,0.5,800.0,89.2
725,2014-05-25,19.6,18.3,1257.0,21.7,947.0,33.5,11.9,4.0,,848.0,7.0,1800.0,217.2
725,2020-07-07,20.8,19.6,0.0,22.8,1021.0,52.0,9.1,2.6,167.0,1333.0,,,
725,2016-04-26,16.4,13.8,1.0,19.5,1241.0,6.5,11.3,3.1,108.0,,,,
725,2011-03-31,10.5,7.7,207.0,13.2,1319.0,0.0,11.9,5.4,,453.0,0.0,,305.7
725,2011-10-18,15.3,12.6,553.0,18.6,2322.0,0.0,14.0,5.5,,511.0,0.0,,328.8
725,2018-10-13,16.6,13.7,516.0,19.4,1354.0,0.0,,,,,,,
725,2012-02-26,3.6,2.1,517.0,5.9,1321.0,0.0,16.5,6.7,,1159.0,0.0,,335.0
725,2011-10-29,17.2,15.7,311.0,20.0,1115.0,0.5,7.7,3.8,,1547.0,0.5,1900.0,340.0
725,2015-03-18,15.4,12.6,2258.0,18.0,1540.0,98.5,12.9,3.0,173.9,655.0,25.0,700.0,
725,2010-12-08,7.6,4.0,2315.0,9.8,1439.0,1.0,23.9,6.8,,2312.0,0.0,100.0,311.4
725,2018-10-28,17.0,11.3,649.0,21.2,1352.0,0.0,7.6,3.2,37.5,12.0,,,
725,2012-04-18,15.2,12.3,142.0,18.5,1305.0,0.0,8.3,3.0,,1535.0,0.0,,98.1
725,2013-05-24,20.0,15.6,606.0,26.2,1345.0,0.0,5.4,1.9,,1555.0,0.0,,329.3
725,2021-10-03,25.1,19.7,251.0,28.7,1258.0,0.0,12.0,4.3,112.0,2357.0,,,
725,2021-09-15,24.1,23.2,641.0,24.8,1149.0,2.5,21.8,13.0,52.7,538.0,,,
725,2018-04-02,18.2,14.7,603.0,21.8,1522.0,0.0,5.8,2.3,198.2,1407.0,,,
725,2017-12-21,7.3,5.9,701.0,9.1,1319.0,0.0,7.9,3.9,333.8,,,,
725,2014-05-01,15.8,12.2,338.0,20.6,1309.0,0.0,7.6,3.1,,953.0,0.0,,333.4
725,2012-06-14,21.6,20.4,410.0,24.9,1336.0,0.0,9.6,4.2,,1538.0,0.0,,100.4
725,2020-08-11,27.5,25.1,1000.0,29.8,1204.0,37.5,13.5,5.2,158.9,1430.0,,,
725,2021-05-31,20.3,16.7,344.0,24.7,1556.0,0.0,6.7,3.1,126.5,1253.0,,,
725,2016-12-07,10.1,6.4,703.0,13.4,1514.0,0.0,7.4,3.5,319.5,,,,
725,2011-06-10,19.3,18.0,319.0,24.2,949.0,68.0,10.0,3.3,,732.0,10.5,1400.0,201.7
725,2020-09-24,21.6,20.9,225.0,22.3,1458.0,0.0,15.1,8.2,27.0,523.0,,,
725,2017-02-26,8.4,6.6,2246.0,11.1,1345.0,0.0,6.0,3.1,329.8,,,,
725,2021-07-06,27.2,25.8,159.0,29.9,1253.0,0.0,14.8,6.6,178.9,312.0,,,
725,2016-10-10,19.1,16.8,6.0,21.0,1302.0,0.0,5.7,3.7,13.6,,,,
725,2018-10-06,21.0,19.7,1016.0,24.4,19.0,19.5,14.1,7.1,128.7,108.0,,,
725,2010-05-12,13.4,11.0,558.0,15.7,1602.0,0.0,13.1,7.5,,2056.0,0.0,,306.0
725,2010-10-09,18.8,17.1,4.0,20.0,1442.0,0.0,10.5,5.6,,1546.0,0.0,,319.9
725,2015-05-06,13.8,9.8,608.0,17.5,1239.0,0.5,7.0,2.2,237.2,1121.0,0.5,2000.0,
725,2021-10-25,17.8,16.3,2223.0,19.5,1026.0,0.0,10.3,4.8,287.6,1925.0,,,
725,2017-04-21,13.9,11.7,511.0,17.2,1352.0,0.5,5.6,2.4,298.8,,,,
725,2012-06-01,19.8,17.2,145.0,23.3,1249.0,0.0,6.5,2.5,,950.0,0.0,,67.5
725,2011-09-01,23.3,21.3,159.0,25.8,1501.0,0.0,10.6,4.7,,1712.0,0.0,,314.3
725,2015-05-19,16.1,14.1,605.0,22.5,1549.0,0.0,8.3,3.3,335.4,236.0,0.0,,
725,2017-07-31,27.5,25.5,2036.0,30.2,934.0,14.5,4.1,1.8,120.0,,,,
725,2015-03-31,15.6,14.0,1.0,17.2,1644.0,5.5,8.6,2.6,211.3,2139.0,2.0,1400.0,
725,2019-08-05,25.4,22.8,506.0,29.5,1415.0,0.0,3.2,1.3,289.0,2240.0,,,
725,2010-04-04,11.2,6.8,600.0,14.2,1348.0,0.0,8.3,2.6,,1136.0,0.0,,137.0
725,2012-08-13,28.1,25.9,2142.0,32.8,1146.0,0.0,8.7,2.8,,929.0,0.0,,251.8
725,2015-12-26,10.2,6.0,219.0,13.2,1355.0,0.0,10.0,3.8,295.9,1410.0,0.0,,
725,2010-01-10,6.8,5.8,2358.0,8.4,1158.0,0.0,11.5,4.7,,2344.0,0.0,,329.5
725,2019-08-30,24.3,21.4,2345.0,27.0,1237.0,0.0,6.2,3.0,316.1,707.0,,,
725,2018-12-15,7.2,4.4,519.0,9.5,1251.0,0.0,9.9,1.5,30.2,739.0,,,
725,2019-03-16,9.0,6.7,242.0,12.2,1430.0,0.0,11.9,3.5,300.2,56.0,,,
725,2017-05-14,15.8,13.2,545.0,20.3,1413.0,0.0,6.0,3.4,317.7,,,,
725,2020-06-01,,,,,,0.0,,,,,,,
725,2011-10-21,18.8,17.2,2321.0,20.3,8.0,2.0,12.7,6.8,,1715.0,1.0,2300.0,32.6
725,2013-07-09,26.6,24.6,2246.0,29.8,1545.0,0.0,10.8,4.3,,953.0,0.0,,210.9
725,2011-12-06,11.7,10.4,2359.0,13.6,1020.0,0.0,10.1,4.0,,1530.0,0.0,,337.7
725,2018-08-12,29.1,26.6,329.0,31.8,1227.0,0.0,6.0,3.7,142.2,1608.0,,,
725,2019-05-05,18.2,13.9,46.0,24.1,1415.0,0.0,4.2,1.5,162.1,1443.0,,,
725,2019-04-20,15.8,13.7,2331.0,18.3,1337.0,0.0,5.1,2.1,77.5,512.0,,,
725,2021-05-02,13.3,10.5,143.0,15.4,1531.0,0.0,15.6,7.8,295.6,851.0,,,
725,2020-02-06,3.5,0.5,37.0,5.5,2300.0,0.0,14.0,6.1,295.0,204.0,,,
725,2016-05-16,14.9,12.2,619.0,18.2,1556.0,5.0,19.8,9.6,331.6,,,,
725,2020-03-03,11.6,6.9,109.0,13.4,1209.0,0.0,9.4,4.5,72.8,1052.0,,,
725,2010-04-11,13.1,12.1,507.0,13.9,1201.0,21.5,14.8,4.2,,1512.0,5.0,2000.0,67.0
725,2015-09-04,24.2,22.2,2251.0,26.9,1412.0,0.0,8.9,3.7,325.1,817.0,0.0,,
725,2020-09-23,21.4,20.2,334.0,22.7,1203.0,0.0,14.7,8.8,27.8,1802.0,,,
725,2021-08-06,28.1,26.0,541.0,30.5,1229.0,0.0,8.2,3.3,306.2,2003.0,,,
725,2011-06-23,22.4,21.2,142.0,23.4,246.0,0.0,18.8,6.5,,1417.0,0.0,,194.2
725,2019-02-06,12.5,10.3,2342.0,15.8,1134.0,0.0,3.2,1.4,273.2,1827.0,,,
725,2017-08-29,25.4,23.1,2358.0,28.1,1527.0,0.0,6.0,3.2,312.0,,,,
725,2014-04-11,15.1,11.8,453.0,18.5,1320.0,0.0,7.0,2.7,,1426.0,0.0,,82.0
725,2019-03-03,12.5,11.1,2355.0,14.0,1055.0,0.5,7.1,3.8,48.9,359.0,,,
725,2019-05-15,19.0,15.9,152.0,22.9,1218.0,0.0,2.4,1.0,298.5,913.0,,,
725,2012-02-19,1.9,-0.4,1.0,4.3,1603.0,,13.1,6.7,,720.0,,,339.7
725,2012-12-25,4.0,0.3,2231.0,6.6,934.0,0.0,14.3,7.0,,1252.0,0.0,,343.0
725,2014-01-11,5.0,3.2,723.0,6.8,1255.0,0.0,10.1,4.0,,751.0,0.0,,14.1
725,2018-10-19,16.5,14.5,530.0,19.3,1305.0,0.0,,,,,,,
725,2010-09-25,21.2,19.5,604.0,22.7,1440.0,0.0,11.1,5.6,,317.0,0.0,,33.8
725,2019-07-15,23.3,20.6,556.0,26.2,1145.0,0.0,2.9,0.9,88.7,1705.0,,,
725,2021-07-11,26.7,24.2,141.0,30.2,1120.0,0.0,9.1,3.6,176.7,836.0,,,
725,2018-03-05,10.7,8.3,1849.0,19.0,109.0,3.0,9.7,4.7,85.7,1329.0,,,
725,2013-01-22,7.1,6.5,1537.0,9.3,4.0,0.0,16.8,7.9,,438.0,0.0,,340.6
725,2011-07-17,24.9,22.2,2352.0,27.9,1155.0,0.0,6.1,2.5,,1024.0,0.0,,130.7
725,2013-03-28,11.9,8.5,242.0,15.7,1626.0,0.0,12.0,5.6,,2341.0,0.0,,329.6
725,2015-01-05,13.0,6.9,522.0,16.6,1439.0,1.5,11.7,2.9,217.3,2256.0,1.0,2300.0,
725,2017-04-03,12.9,8.7,408.0,16.8,1322.0,0.0,6.2,3.6,316.9,,,,
725,2015-08-31,24.5,21.8,425.0,27.4,1156.0,12.0,11.0,3.6,74.4,2152.0,5.5,500.0,
725,2018-03-04,15.4,11.4,123.0,17.8,2350.0,6.5,7.9,2.6,175.5,2029.0,,,
725,2017-07-15,28.1,24.5,519.0,31.3,1123.0,0.0,6.4,3.0,203.1,,,,
725,2012-07-17,24.5,23.6,2207.0,27.3,1038.0,0.5,9.0,3.8,,1916.0,0.5,2200.0,102.5
725,2011-08-17,25.2,22.7,2228.0,27.8,1629.0,0.0,12.9,3.7,,1452.0,0.0,,312.5
725,2012-04-13,11.4,9.4,1.0,12.9,1546.0,1.5,8.3,3.3,,213.0,0.5,1000.0,323.5
725,2013-09-17,24.4,22.4,614.0,27.1,1227.0,0.0,8.2,3.8,,1029.0,0.0,,66.0
725,2011-01-19,2.7,1.8,612.0,4.0,1245.0,0.0,17.2,8.4,,2000.0,0.0,,333.2
725,2015-03-16,13.0,8.6,22.0,16.8,1434.0,0.0,6.1,2.4,100.0,1437.0,0.0,,
725,2021-06-28,23.3,21.0,2216.0,25.3,1414.0,0.0,9.2,4.4,36.6,1255.0,,,
725,2014-07-07,23.1,20.9,1.0,26.0,1510.0,0.0,8.8,1.8,,639.0,0.0,,213.1
725,2019-12-27,6.4,5.7,320.0,7.3,8.0,0.0,20.5,9.7,295.5,24.0,,,
725,2013-06-12,19.8,17.9,2356.0,21.5,1401.0,0.0,9.2,3.7,,1528.0,0.0,,326.9
725,2019-09-22,20.8,19.6,2023.0,22.4,3.0,115.0,,,,,,,
725,2021-05-20,17.9,15.4,2246.0,20.9,1227.0,29.5,15.3,6.2,267.4,2008.0,,,
725,2012-07-28,27.5,23.5,556.0,31.4,1322.0,2.0,5.1,1.1,,1335.0,2.0,1600.0,156.9
725,2011-08-01,25.8,24.3,2315.0,27.3,1051.0,8.0,9.1,2.9,,313.0,2.5,700.0,209.5
725,2013-07-24,28.4,25.8,433.0,33.0,1211.0,0.0,10.3,3.8,,2.0,0.0,,222.5
725,2021-01-29,2.8,0.5,633.0,4.6,2239.0,0.0,22.1,11.0,300.5,412.0,,,
725,2012-01-14,5.9,4.0,616.0,8.5,1418.0,0.0,11.1,4.8,,305.0,0.0,,347.4
725,2016-10-07,22.6,21.7,1011.0,24.0,2359.0,1.0,7.1,4.2,90.0,,,,
725,2015-12-01,12.9,9.2,632.0,16.3,1337.0,0.0,7.1,2.3,335.4,49.0,0.0,,
725,2014-06-07,20.3,17.5,506.0,23.7,1156.0,0.0,5.1,1.2,,1206.0,0.0,,86.1
725,2018-08-09,28.4,26.2,516.0,31.7,1410.0,0.0,5.2,2.1,306.8,33.0,,,
725,2010-10-10,18.7,16.7,455.0,21.0,1341.0,0.0,11.9,4.9,,226.0,0.0,,325.1
725,2013-05-07,16.9,14.1,426.0,20.6,1325.0,0.0,9.4,4.5,,1231.0,0.0,,82.0
725,2020-11-20,12.6,10.3,2354.0,15.5,7.0,0.0,18.1,10.5,289.3,1307.0,,,
725,2011-02-03,7.4,5.0,207.0,10.0,1511.0,0.0,10.8,4.0,,1451.0,0.0,,321.4
725,2017-09-28,22.8,20.6,2339.0,25.3,1317.0,0.0,5.9,3.6,324.4,,,,
725,2014-02-04,0.3,-0.5,852.0,2.1,1407.0,0.0,18.3,8.5,,325.0,0.0,,340.4
725,2012-08-31,23.3,21.4,601.0,26.8,1526.0,0.0,11.5,5.3,,450.0,0.0,,328.9
725,2015-10-21,20.5,17.9,2344.0,23.0,1226.0,0.0,8.0,3.2,69.1,503.0,0.0,,
725,2018-01-28,3.1,2.1,316.0,4.5,1931.0,0.0,9.9,5.2,335.8,1637.0,,,
725,2011-03-22,5.2,3.9,2338.0,8.4,1.0,0.0,23.8,12.9,,1620.0,0.0,,333.0
725,2016-08-19,28.2,26.3,1822.0,31.6,1308.0,7.0,4.6,2.2,85.3,,,,
725,2013-01-06,3.6,2.0,409.0,5.3,1239.0,0.0,12.0,6.2,,1826.0,0.0,,349.3
725,2014-08-17,24.8,23.1,2.0,27.7,1310.0,17.0,10.9,3.5,,1832.0,7.0,1900.0,95.5
725,2019-12-01,13.1,11.3,2355.0,16.5,1815.0,21.5,17.5,5.5,316.1,1949.0,,,
725,2010-12-29,4.8,4.0,735.0,6.4,1548.0,0.0,19.3,8.2,,633.0,0.0,,322.8
725,2015-11-03,15.6,13.7,2034.0,18.4,1324.0,0.0,8.2,3.1,356.7,336.0,0.0,,
725,2010-12-04,9.2,6.1,727.0,11.2,1425.0,0.0,15.2,4.3,,25.0,0.0,,324.6
725,2019-07-30,28.1,26.1,210.0,31.1,1350.0,0.0,7.4,3.7,148.7,1526.0,,,
725,2018-05-01,18.3,16.8,250.0,21.5,1142.0,0.5,4.9,2.1,161.2,1153.0,,,
725,2020-01-15,5.3,4.6,35.0,6.4,333.0,0.5,12.2,6.5,321.8,411.0,,,
725,2011-02-28,8.6,7.7,900.0,12.6,1.0,3.0,16.6,6.9,,727.0,3.0,400.0,319.2
725,2013-08-23,27.8,25.6,2012.0,32.6,1511.0,14.5,11.6,2.4,,853.0,6.0,900.0,288.8
725,2013-04-16,19.3,13.3,22.0,23.2,1104.0,0.0,13.5,5.1,,1126.0,0.0,,241.7
725,2013-11-03,18.9,16.7,2335.0,21.3,1018.0,0.0,9.8,3.8,,2007.0,0.0,,325.0
725,2018-04-07,7.5,5.1,547.0,9.6,1417.0,0.0,13.1,7.0,292.7,1242.0,,,
725,2018-08-01,28.3,26.6,2104.0,30.7,1132.0,0.0,6.6,3.3,45.7,400.0,,,
725,2014-01-31,11.5,6.1,743.0,14.9,1434.0,0.0,8.4,2.7,,2352.0,0.0,,164.6
725,2012-01-18,9.5,7.6,24.0,11.0,1123.0,1.5,8.0,3.2,,1803.0,0.5,2200.0,59.6
725,2016-08-27,24.8,23.2,2342.0,26.1,1318.0,6.5,8.4,5.7,67.0,,,,
725,2016-01-11,6.2,4.2,2351.0,7.9,1235.0,0.0,10.8,5.5,2.2,,,,
725,2021-01-15,13.5,8.6,2352.0,17.2,1406.0,0.0,14.1,4.6,304.4,2323.0,,,
725,2010-05-15,16.3,14.1,241.0,18.7,1154.0,0.0,9.0,3.1,,1018.0,0.0,,125.1
725,2010-02-25,15.4,13.8,2354.0,16.6,316.0,14.5,22.6,8.1,,831.0,6.0,1300.0,189.9
725,2013-01-10,1.5,0.0,2.0,3.7,1313.0,0.0,13.8,6.3,,107.0,0.0,,328.8
725,2020-01-20,8.3,6.8,2350.0,9.8,1235.0,0.0,15.9,9.3,292.8,1714.0,,,
725,2016-07-10,22.5,21.1,440.0,24.6,828.0,2.0,3.4,1.0,323.6,,,,
725,2016-10-16,21.5,20.2,336.0,23.0,1621.0,16.0,5.7,2.3,104.3,,,,
725,2021-04-26,15.6,14.1,423.0,18.0,1351.0,0.0,13.1,6.8,52.4,254.0,,,
725,2020-01-10,8.4,5.9,501.0,10.9,1330.0,0.0,13.7,4.2,298.5,18.0,,,
725,2016-03-22,10.8,7.9,328.0,14.4,1224.0,0.0,10.1,4.1,318.5,,,,
725,2012-07-18,25.2,23.9,1.0,28.0,1258.0,26.5,19.1,5.9,,1944.0,10.0,2200.0,162.1
725,2010-06-21,19.7,18.1,204.0,21.4,1820.0,0.0,12.1,5.0,,1458.0,0.0,,312.4
725,2020-10-26,16.4,14.5,2351.0,19.4,1314.0,0.0,10.8,5.3,283.0,515.0,,,
725,2018-03-01,6.8,3.2,2330.0,10.7,743.0,0.0,15.0,7.7,303.9,103.0,,,
725,2017-01-28,8.8,3.4,243.0,12.1,1350.0,0.0,7.0,2.2,331.8,,,,
725,2020-07-30,26.5,24.4,530.0,29.9,1107.0,4.5,7.6,2.5,159.1,1642.0,,,
725,2017-03-18,11.6,8.8,647.0,14.1,1709.0,0.0,5.2,1.5,276.9,,,,
725,2019-01-03,5.6,3.6,558.0,7.6,1409.0,0.0,7.9,3.9,289.7,330.0,,,
725,2019-11-03,18.2,16.6,1922.0,19.5,1537.0,0.0,9.1,4.6,272.0,1716.0,,,
725,2010-08-26,26.6,23.7,509.0,29.0,1322.0,40.5,12.8,4.4,,659.0,22.0,800.0,182.3
725,2012-09-12,23.3,21.2,233.0,26.5,1214.0,0.0,7.5,2.7,,458.0,0.0,,97.9
725,2020-05-18,18.1,15.5,2356.0,21.4,1515.0,3.0,17.4,5.6,263.3,2136.0,,,
725,2013-01-16,6.2,4.1,2357.0,9.4,1306.0,0.0,14.5,7.1,,2305.0,0.0,,334.8
725,2011-09-23,19.6,16.5,648.0,22.9,1433.0,0.0,7.3,3.1,,109.0,0.0,,334.9
725,2013-11-14,12.6,7.6,314.0,15.4,1255.0,0.0,5.6,1.9,,1357.0,0.0,,5.1
725,2013-07-13,28.0,25.8,2322.0,31.4,1345.0,0.0,9.0,2.6,,217.0,0.0,,208.0
725,2011-07-20,27.0,23.1,534.0,30.1,1157.0,0.0,6.2,2.9,,314.0,0.0,,29.3
725,2020-07-18,23.0,20.4,56.0,24.3,1337.0,0.5,11.6,4.3,84.4,1534.0,,,
725,2018-08-11,28.0,26.2,517.0,30.7,1317.0,0.0,6.3,3.1,92.9,2207.0,,,
725,2015-06-23,22.9,20.1,17.0,27.6,1339.0,0.0,6.0,1.7,121.8,1238.0,0.0,,
725,2020-12-26,8.4,5.7,248.0,10.6,1217.0,0.0,7.7,3.2,330.7,24.0,,,
725,2015-04-01,14.2,12.5,2110.0,18.5,1243.0,0.0,12.3,3.5,92.7,2016.0,0.0,200.0,
725,2015-09-20,21.8,18.7,458.0,25.4,1405.0,0.0,5.2,2.1,345.2,1459.0,0.0,,
